Name,SYMBOL,NAME OF COMPANY, SERIES
SHREERAMA.NS,SHREERAMA,Shree Rama Multi-Tech Limited,EQ
SHRENIK.NS,SHRENIK,Shrenik Limited,EQ
SHREYANIND.NS,SHREYANIND,Shreyans Industries Limited,EQ
SHREYAS.NS,SHREYAS,Shreyas Shipping & Logistics Limited,EQ
SHRIPISTON.NS,SHRIPISTON,Shriram Pistons & Rings Limited,BE
SHRIRAMCIT.NS,SHRIRAMCIT,Shriram City Union Finance Limited,EQ
SHRIRAMEPC.NS,SHRIRAMEPC,Shriram EPC Limited,EQ
SHYAMCENT.NS,SHYAMCENT,Shyam Century Ferrous Limited,EQ
SHYAMTEL.NS,SHYAMTEL,Shyam Telecom Limited,EQ
SICAGEN.NS,SICAGEN,Sicagen India Limited,EQ
SICAL.NS,SICAL,Sical Logistics Limited,BE
SIEMENS.NS,SIEMENS,Siemens Limited,EQ
SIGIND.NS,SIGIND,Signet Industries Limited,EQ
SIL.NS,SIL,Standard Industries Limited,BE
SILINV.NS,SILINV,SIL Investments Limited,EQ
SIMBHALS.NS,SIMBHALS,Simbhaoli Sugars Limited,EQ
SIMPLEXINF.NS,SIMPLEXINF,Simplex Infrastructures Limited,EQ
SINTEX.NS,SINTEX,Sintex Industries Limited,EQ
SIRCA.NS,SIRCA,Sirca Paints India Limited,EQ
SIS.NS,SIS,Security and Intelligence Services (India) Limited,EQ
SITINET.NS,SITINET,Siti Networks Limited,BE
SIYSIL.NS,SIYSIL,Siyaram Silk Mills Limited,EQ
SJVN.NS,SJVN,SJVN Limited,EQ
SKFINDIA.NS,SKFINDIA,SKF India Limited,EQ
SKIL.NS,SKIL,SKIL Infrastructure Limited,BE
SKIPPER.NS,SKIPPER,Skipper Limited,EQ
SKMEGGPROD.NS,SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ
SMARTLINK.NS,SMARTLINK,Smartlink Holdings Limited,EQ
SMLISUZU.NS,SMLISUZU,SML Isuzu Limited,EQ
SMPL.NS,SMPL,Splendid Metal Products Limited,BZ
SMSLIFE.NS,SMSLIFE,SMS Lifesciences India Limited,EQ
SMSPHARMA.NS,SMSPHARMA,SMS Pharmaceuticals Limited,EQ
SNOWMAN.NS,SNOWMAN,Snowman Logistics Limited,EQ
SOBHA.NS,SOBHA,Sobha Limited,EQ
SOLARA.NS,SOLARA,Solara Active Pharma Sciences Limited,EQ
SOLARINDS.NS,SOLARINDS,Solar Industries India Limited,EQ
SOMANYCERA.NS,SOMANYCERA,Somany Ceramics Limited,EQ
SOMATEX.NS,SOMATEX,Soma Textiles & Industries Limited,EQ
SOMICONVEY.NS,SOMICONVEY,Somi Conveyor Beltings Limited,EQ
SONATSOFTW.NS,SONATSOFTW,Sonata Software Limited,EQ
SORILINFRA.NS,SORILINFRA,SORIL Infra Resources Limited,EQ
SOTL.NS,SOTL,Savita Oil Technologies Limited,EQ
SOUTHBANK.NS,SOUTHBANK,The South Indian Bank Limited,EQ
SOUTHWEST.NS,SOUTHWEST,South West Pinnacle Exploration Limited,EQ
SPAL.NS,SPAL,S. P. Apparels Limited,EQ
SPANDANA.NS,SPANDANA,Spandana Sphoorty Financial Limited,EQ
SPARC.NS,SPARC,Sun Pharma Advanced Research Company Limited,EQ
SPCENET.NS,SPCENET,Spacenet Enterprises India Limited,BE
SPECIALITY.NS,SPECIALITY,Speciality Restaurants Limited,EQ
SPENCERS.NS,SPENCERS,Spencer's Retail Limited,EQ
SPENTEX.NS,SPENTEX,Spentex Industries Limited,BE
SPIC.NS,SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ
SPICEJET.NS,SPICEJET,SPICEJET LTD,EQ
SPLIL.NS,SPLIL,SPL Industries Limited,EQ
SPMLINFRA.NS,SPMLINFRA,SPML Infra Limited,EQ
SPTL.NS,SPTL,Sintex Plastics Technology Limited,BE
SPYL.NS,SPYL,Shekhawati Poly-Yarn Limited,EQ
SREEL.NS,SREEL,Sreeleathers Limited,EQ
SREINFRA.NS,SREINFRA,SREI Infrastructure Finance Limited,EQ
SRF.NS,SRF,SRF Limited,EQ
SRHHYPOLTD.NS,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ
SRIPIPES.NS,SRIPIPES,Srikalahasthi Pipes Limited,EQ
SRTRANSFIN.NS,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ
SSWL.NS,SSWL,Steel Strips Wheels Limited,EQ
STAMPEDE.NS,STAMPEDE,Stampede Capital Limited,EQ
STAR.NS,STAR,Strides Pharma Science Limited,EQ
STARCEMENT.NS,STARCEMENT,Star Cement Limited,EQ
STARPAPER.NS,STARPAPER,Star Paper Mills Limited,EQ
STCINDIA.NS,STCINDIA,The State Trading Corporation of India Limited,BE
STEELCITY.NS,STEELCITY,Steel City Securities Limited,EQ
STEELXIND.NS,STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ
STEL.NS,STEL,Stel Holdings Limited,EQ
STERTOOLS.NS,STERTOOLS,Sterling Tools Limited,EQ
STINDIA.NS,STINDIA,STI India Limited,EQ
STRTECH.NS,STRTECH,Sterlite Technologies Limited,EQ
SUBCAPCITY.NS,SUBCAPCITY,International Constructions Limited,BE
SUBEX.NS,SUBEX,Subex Limited,EQ
SUBROS.NS,SUBROS,Subros Limited,EQ
SUDARSCHEM.NS,SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ
SUJANAUNI.NS,SUJANAUNI,Sujana Universal Industries Limited,BE
SUMEETINDS.NS,SUMEETINDS,Sumeet Industries Limited,EQ
SUMICHEM.NS,SUMICHEM,Sumitomo Chemical India Limited,EQ
SUMIT.NS,SUMIT,Sumit Woods Limited,BE
SUMMITSEC.NS,SUMMITSEC,Summit Securities Limited,EQ
SUNCLAYLTD.NS,SUNCLAYLTD,Sundaram Clayton Limited,EQ
SUNDARAM.NS,SUNDARAM,Sundaram Multi Pap Limited,EQ
SUNDARMFIN.NS,SUNDARMFIN,Sundaram Finance Limited,EQ
SUNDARMHLD.NS,SUNDARMHLD,Sundaram Finance Holdings Limited,EQ
SUNDRMBRAK.NS,SUNDRMBRAK,Sundaram Brake Linings Limited,EQ
SUNDRMFAST.NS,SUNDRMFAST,Sundram Fasteners Limited,EQ
SUNFLAG.NS,SUNFLAG,Sunflag Iron And Steel Company Limited,EQ
SUNPHARMA.NS,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ
SUNTECK.NS,SUNTECK,Sunteck Realty Limited,EQ
SUNTV.NS,SUNTV,Sun TV Network Limited,EQ
SUPERHOUSE.NS,SUPERHOUSE,Superhouse Limited,EQ
SUPERSPIN.NS,SUPERSPIN,Super Spinning Mills Limited,BE
SUPPETRO.NS,SUPPETRO,Supreme Petrochem Limited,EQ
SUPRAJIT.NS,SUPRAJIT,Suprajit Engineering Limited,EQ
SUPREMEIND.NS,SUPREMEIND,Supreme Industries Limited,EQ
SUPREMEINF.NS,SUPREMEINF,Supreme Infrastructure India Limited,BZ
SURANASOL.NS,SURANASOL,Surana Solar Limited,EQ
SURANAT&P.NS,SURANAT&P,Surana Telecom and Power Limited,EQ
SURYALAXMI.NS,SURYALAXMI,Suryalakshmi Cotton Mills Limited,BE
SURYAROSNI.NS,SURYAROSNI,Surya Roshni Limited,EQ
SUTLEJTEX.NS,SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ
SUVEN.NS,SUVEN,Suven Life Sciences Limited,EQ
SUVENPHAR.NS,SUVENPHAR,Suven Pharmaceuticals Limited,EQ
SUZLON.NS,SUZLON,Suzlon Energy Limited,EQ
SWANENERGY.NS,SWANENERGY,Swan Energy Limited,EQ
SWARAJENG.NS,SWARAJENG,Swaraj Engines Limited,EQ
SWELECTES.NS,SWELECTES,Swelect Energy Systems Limited,EQ
SWSOLAR.NS,SWSOLAR,Sterling And Wilson Solar Limited,EQ
SYMPHONY.NS,SYMPHONY,Symphony Limited,EQ
SYNCOM.NS,SYNCOM,Syncom Healthcare Limited,BE
SYNGENE.NS,SYNGENE,Syngene International Limited,EQ
TAINWALCHM.NS,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ
TAJGVK.NS,TAJGVK,Taj GVK Hotels & Resorts Limited,EQ
TAKE.NS,TAKE,Take Solutions Limited,EQ
TALBROAUTO.NS,TALBROAUTO,Talbros Automotive Components Limited,EQ
TALWALKARS.NS,TALWALKARS,Talwalkars Better Value Fitness Limited,BZ
TALWGYM.NS,TALWGYM,Talwalkars Healthclubs Limited,BZ
TANLA.NS,TANLA,Tanla Solutions Limited,EQ
TANTIACONS.NS,TANTIACONS,Tantia Constructions Limited,BE
TARMAT.NS,TARMAT,Tarmat Limited,EQ
TASTYBITE.NS,TASTYBITE,Tasty Bite Eatables Limited,EQ
TATACHEM.NS,TATACHEM,Tata Chemicals Limited,EQ
TATACOFFEE.NS,TATACOFFEE,Tata Coffee Limited,EQ
TATACOMM.NS,TATACOMM,Tata Communications Limited,EQ
TATACONSUM.NS,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ
TATAELXSI.NS,TATAELXSI,Tata Elxsi Limited,EQ
TATAINVEST.NS,TATAINVEST,Tata Investment Corporation Limited,EQ
TATAMETALI.NS,TATAMETALI,Tata Metaliks Limited,EQ
TATAMOTORS.NS,TATAMOTORS,Tata Motors Limited,EQ
TATAMTRDVR.NS,TATAMTRDVR,Tata Motors Limited,EQ
TATAPOWER.NS,TATAPOWER,Tata Power Company Limited,EQ
TATASTEEL.NS,TATASTEEL,Tata Steel Limited,EQ
TATASTLBSL.NS,TATASTLBSL,Tata Steel Bsl Limited,EQ
TATASTLLP.NS,TATASTLLP,Tata Steel Long Products Limited,EQ
TBZ.NS,TBZ,Tribhovandas Bhimji Zaveri Limited,EQ
TCI.NS,TCI,Transport Corporation of India Limited,EQ
TCIDEVELOP.NS,TCIDEVELOP,TCI Developers Limited,EQ
TCIEXP.NS,TCIEXP,TCI Express Limited,EQ
TCIFINANCE.NS,TCIFINANCE,TCI Finance Limited,EQ
TCNSBRANDS.NS,TCNSBRANDS,TCNS Clothing Co. Limited,EQ
TCPLPACK.NS,TCPLPACK,TCPL Packaging Limited,EQ
TCS.NS,TCS,Tata Consultancy Services Limited,EQ
TDPOWERSYS.NS,TDPOWERSYS,TD Power Systems Limited,EQ
TEAMLEASE.NS,TEAMLEASE,Teamlease Services Limited,EQ
TECHIN.NS,TECHIN,Techindia Nirman Limited,EQ
TECHM.NS,TECHM,Tech Mahindra Limited,EQ
TECHNOE.NS,TECHNOE,Techno Electric & Engineering Company Limited,EQ
TECHNOFAB.NS,TECHNOFAB,Technofab Engineering Limited,EQ
TEJASNET.NS,TEJASNET,Tejas Networks Limited,BE
TERASOFT.NS,TERASOFT,Tera Software Limited,EQ
TEXINFRA.NS,TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ
TEXMOPIPES.NS,TEXMOPIPES,Texmo Pipes and Products Limited,EQ
TEXRAIL.NS,TEXRAIL,Texmaco Rail & Engineering Limited,EQ
TFCILTD.NS,TFCILTD,Tourism Finance Corporation of India Limited,EQ
TFL.NS,TFL,Transwarranty Finance Limited,EQ
TGBHOTELS.NS,TGBHOTELS,TGB Banquets And Hotels Limited,EQ
THANGAMAYL.NS,THANGAMAYL,Thangamayil Jewellery Limited,EQ
THEINVEST.NS,THEINVEST,The Investment Trust Of India Limited,EQ
THEMISMED.NS,THEMISMED,Themis Medicare Limited,BE
THERMAX.NS,THERMAX,Thermax Limited,EQ
THIRUSUGAR.NS,THIRUSUGAR,Thiru Arooran Sugars Limited,BZ
THOMASCOOK.NS,THOMASCOOK,Thomas Cook  (India)  Limited,EQ
THOMASCOTT.NS,THOMASCOTT,Thomas Scott (India) Limited,BE
THYROCARE.NS,THYROCARE,Thyrocare Technologies Limited,EQ
TI.NS,TI,Tilaknagar Industries Limited,EQ
TIDEWATER.NS,TIDEWATER,Tide Water Oil Company (India) Limited,EQ
TIIL.NS,TIIL,Technocraft Industries (India) Limited,EQ
TIINDIA.NS,TIINDIA,Tube Investments of India Limited,EQ
TIJARIA.NS,TIJARIA,Tijaria Polypipes Limited,EQ
TIL.NS,TIL,TIL Limited,EQ
TIMESGTY.NS,TIMESGTY,Times Guaranty Limited,EQ
TIMETECHNO.NS,TIMETECHNO,Time Technoplast Limited,EQ
TIMKEN.NS,TIMKEN,Timken India Limited,EQ
TINPLATE.NS,TINPLATE,The Tinplate Company of India Limited,EQ
TIPSINDLTD.NS,TIPSINDLTD,TIPS Industries Limited,EQ
TIRUMALCHM.NS,TIRUMALCHM,Thirumalai Chemicals Limited,EQ
TITAN.NS,TITAN,Titan Company Limited,EQ
TMRVL.NS,TMRVL,The Mandhana Retail Ventures Limited,BE
TNPETRO.NS,TNPETRO,Tamilnadu PetroProducts Limited,EQ
TNPL.NS,TNPL,Tamil Nadu Newsprint & Papers Limited,EQ
TNTELE.NS,TNTELE,Tamilnadu Telecommunication Limited,BE
TOKYOPLAST.NS,TOKYOPLAST,Tokyo Plast International Limited,EQ
TORNTPHARM.NS,TORNTPHARM,Torrent Pharmaceuticals Limited,EQ
TORNTPOWER.NS,TORNTPOWER,Torrent Power Limited,EQ
TOUCHWOOD.NS,TOUCHWOOD,Touchwood Entertainment Limited,EQ
TPLPLASTEH.NS,TPLPLASTEH,TPL Plastech Limited,EQ
TREEHOUSE.NS,TREEHOUSE,Tree House Education & Accessories Limited,EQ
TREJHARA.NS,TREJHARA,TREJHARA SOLUTIONS LIMITED,BE
TRENT.NS,TRENT,Trent Limited,EQ
TRF.NS,TRF,TRF Limited,BE
TRIDENT.NS,TRIDENT,Trident Limited,EQ
TRIGYN.NS,TRIGYN,Trigyn Technologies Limited,EQ
TRIL.NS,TRIL,Transformers And Rectifiers (India) Limited,EQ
TRITURBINE.NS,TRITURBINE,Triveni Turbine Limited,EQ
TRIVENI.NS,TRIVENI,Triveni Engineering & Industries Limited,EQ
TTKHLTCARE.NS,TTKHLTCARE,TTK Healthcare Limited,EQ
TTKPRESTIG.NS,TTKPRESTIG,TTK Prestige Limited,EQ
TTL.NS,TTL,T T Limited,EQ
TTML.NS,TTML,Tata Teleservices (Maharashtra) Limited,BE
TV18BRDCST.NS,TV18BRDCST,TV18 Broadcast Limited,EQ
TVSELECT.NS,TVSELECT,TVS Electronics Limited,EQ
TVSMOTOR.NS,TVSMOTOR,TVS Motor Company Limited,EQ
TVSSRICHAK.NS,TVSSRICHAK,TVS Srichakra Limited,EQ
TVTODAY.NS,TVTODAY,TV Today Network Limited,EQ
TVVISION.NS,TVVISION,TV Vision Limited,BE
TWL.NS,TWL,Titagarh Wagons Limited,EQ
UBL.NS,UBL,United Breweries Limited,EQ
UCALFUEL.NS,UCALFUEL,Ucal Fuel Systems Limited,EQ
UCOBANK.NS,UCOBANK,UCO Bank,EQ
UFLEX.NS,UFLEX,UFLEX Limited,EQ
UFO.NS,UFO,UFO Moviez India Limited,EQ
UGARSUGAR.NS,UGARSUGAR,The Ugar Sugar Works Limited,EQ
UJAAS.NS,UJAAS,Ujaas Energy Limited,EQ
UJJIVAN.NS,UJJIVAN,Ujjivan Financial Services Limited,EQ
UJJIVANSFB.NS,UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ
ULTRACEMCO.NS,ULTRACEMCO,UltraTech Cement Limited,EQ
UMANGDAIRY.NS,UMANGDAIRY,Umang Dairies Limited,EQ
UMESLTD.NS,UMESLTD,Usha Martin Education & Solutions Limited,BE
UNICHEMLAB.NS,UNICHEMLAB,Unichem Laboratories Limited,EQ
UNIENTER.NS,UNIENTER,Uniphos Enterprises Limited,EQ
UNIONBANK.NS,UNIONBANK,Union Bank of India,EQ
UNIPLY.NS,UNIPLY,Uniply Industries Limited,EQ
UNITECH.NS,UNITECH,Unitech Limited,BZ
UNITEDTEA.NS,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ
UNITY.NS,UNITY,Unity Infraprojects Limited,BZ
UNIVCABLES.NS,UNIVCABLES,Universal Cables Limited,EQ
UNIVPHOTO.NS,UNIVPHOTO,Universus Photo Imagings Limited,EQ
UPL.NS,UPL,UPL Limited,EQ
URJA.NS,URJA,Urja Global Limited,BE
USHAMART.NS,USHAMART,Usha Martin Limited,EQ
UTTAMSTL.NS,UTTAMSTL,Uttam Galva Steels Limited,BE
UTTAMSUGAR.NS,UTTAMSUGAR,Uttam Sugar Mills Limited,EQ
UVSL.NS,UVSL,Uttam Value Steels Limited,BE
V2RETAIL.NS,V2RETAIL,V2 Retail Limited,EQ
VADILALIND.NS,VADILALIND,Vadilal Industries Limited,EQ
VAIBHAVGBL.NS,VAIBHAVGBL,Vaibhav Global Limited,EQ
VAISHALI.NS,VAISHALI,Vaishali Pharma Limited,EQ
VAKRANGEE.NS,VAKRANGEE,Vakrangee Limited,EQ
VARDHACRLC.NS,VARDHACRLC,Vardhman Acrylics Limited,EQ
VARDMNPOLY.NS,VARDMNPOLY,Vardhman Polytex Limited,BE
VARROC.NS,VARROC,Varroc Engineering Limited,EQ
VASCONEQ.NS,VASCONEQ,Vascon Engineers Limited,EQ
VASWANI.NS,VASWANI,Vaswani Industries Limited,EQ
VBL.NS,VBL,Varun Beverages Limited,EQ
VEDL.NS,VEDL,Vedanta Limited,EQ
VENKEYS.NS,VENKEYS,Venky's (India) Limited,EQ
VENUSREM.NS,VENUSREM,Venus Remedies Limited,BE
VERTOZ.NS,VERTOZ,Vertoz Advertising Limited,EQ
VESUVIUS.NS,VESUVIUS,Vesuvius India Limited,EQ
VETO.NS,VETO,Veto Switchgears And Cables Limited,EQ
VGUARD.NS,VGUARD,V-Guard Industries Limited,EQ
VHL.NS,VHL,Vardhman Holdings Limited,EQ
VICEROY.NS,VICEROY,Viceroy Hotels Limited,BE
VIDEOIND.NS,VIDEOIND,Videocon Industries Limited,BZ
VIDHIING.NS,VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ
VIJIFIN.NS,VIJIFIN,Viji Finance Limited,EQ
VIKASECO.NS,VIKASECO,Vikas EcoTech Limited,EQ
VIKASMCORP.NS,VIKASMCORP,Vikas Multicorp Limited,BE
VIKASPROP.NS,VIKASPROP,Vikas Proppant & Granite Limited,EQ
VIKASWSP.NS,VIKASWSP,Vikas WSP Limited,EQ
VIMTALABS.NS,VIMTALABS,Vimta Labs Limited,EQ
VINATIORGA.NS,VINATIORGA,Vinati Organics Limited,EQ
VINDHYATEL.NS,VINDHYATEL,Vindhya Telelinks Limited,EQ
VINYLINDIA.NS,VINYLINDIA,Vinyl Chemicals (India) Limited,EQ
VIPCLOTHNG.NS,VIPCLOTHNG,VIP Clothing Limited,EQ
VIPIND.NS,VIPIND,VIP Industries Limited,EQ
VIPULLTD.NS,VIPULLTD,Vipul Limited,EQ
VISAKAIND.NS,VISAKAIND,Visaka Industries Limited,EQ
VISASTEEL.NS,VISASTEEL,Visa Steel Limited,BE
VISHAL.NS,VISHAL,Vishal Fabrics Limited,BE
VISHNU.NS,VISHNU,Vishnu Chemicals Limited,EQ
VISHWARAJ.NS,VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ
VIVIDHA.NS,VIVIDHA,Visagar Polytex Limited,EQ
VIVIMEDLAB.NS,VIVIMEDLAB,Vivimed Labs Limited,BE
VLSFINANCE.NS,VLSFINANCE,VLS Finance Limited,EQ
VMART.NS,VMART,V-Mart Retail Limited,EQ
VOLTAMP.NS,VOLTAMP,Voltamp Transformers Limited,EQ
VOLTAS.NS,VOLTAS,Voltas Limited,EQ
VRLLOG.NS,VRLLOG,VRL Logistics Limited,EQ
VSSL.NS,VSSL,Vardhman Special Steels Limited,EQ
VSTIND.NS,VSTIND,VST Industries Limited,EQ
VSTTILLERS.NS,VSTTILLERS,V.S.T Tillers Tractors Limited,EQ
VTL.NS,VTL,Vardhman Textiles Limited,EQ
WABAG.NS,WABAG,VA Tech Wabag Limited,EQ
WABCOINDIA.NS,WABCOINDIA,WABCO India Limited,EQ
WALCHANNAG.NS,WALCHANNAG,Walchandnagar Industries Limited,BE
WANBURY.NS,WANBURY,Wanbury Limited,BE
WATERBASE.NS,WATERBASE,Waterbase Limited,EQ
WEBELSOLAR.NS,WEBELSOLAR,Websol Energy System Limited,BE
WEIZMANIND.NS,WEIZMANIND,Weizmann Limited,EQ
WELCORP.NS,WELCORP,Welspun Corp Limited,EQ
WELENT.NS,WELENT,Welspun Enterprises Limited,EQ
WELINV.NS,WELINV,Welspun Investments and Commercials Limited,EQ
WELSPUNIND.NS,WELSPUNIND,Welspun India Limited,EQ
WENDT.NS,WENDT,Wendt (India) Limited,EQ
WESTLIFE.NS,WESTLIFE,Westlife Development Ltd,EQ
WHEELS.NS,WHEELS,Wheels India Limited,EQ
WHIRLPOOL.NS,WHIRLPOOL,Whirlpool of India Limited,EQ
WILLAMAGOR.NS,WILLAMAGOR,Williamson Magor & Company Limited,EQ
WINDMACHIN.NS,WINDMACHIN,Windsor Machines Limited,BE
WINSOME.NS,WINSOME,Winsome Yarns Limited,BZ
WIPL.NS,WIPL,The Western India Plywoods Limited,BE
WIPRO.NS,WIPRO,Wipro Limited,EQ
WOCKPHARMA.NS,WOCKPHARMA,Wockhardt Limited,EQ
WONDERLA.NS,WONDERLA,Wonderla Holidays Limited,EQ
WSI.NS,WSI,W S Industries (I) Limited,BE
WSTCSTPAPR.NS,WSTCSTPAPR,West Coast Paper Mills Limited,EQ
XCHANGING.NS,XCHANGING,Xchanging Solutions Limited,EQ
XELPMOC.NS,XELPMOC,Xelpmoc Design And Tech Limited,EQ
XPROINDIA.NS,XPROINDIA,Xpro India Limited,EQ
YESBANK.NS,YESBANK,Yes Bank Limited,EQ
ZEEL.NS,ZEEL,Zee Entertainment Enterprises Limited,EQ
ZEELEARN.NS,ZEELEARN,Zee Learn Limited,EQ
ZEEMEDIA.NS,ZEEMEDIA,Zee Media Corporation Limited,BE
ZENITHBIR.NS,ZENITHBIR,Zenith Birla (India) Limited,BE
ZENITHEXPO.NS,ZENITHEXPO,Zenith Exports Limited,EQ
ZENSARTECH.NS,ZENSARTECH,Zensar Technologies Limited,EQ
ZENTEC.NS,ZENTEC,Zen Technologies Limited,EQ
ZICOM.NS,ZICOM,Zicom Electronic Security Systems Limited,EQ
ZODIACLOTH.NS,ZODIACLOTH,Zodiac Clothing Company Limited,EQ
ZODJRDMKJ.NS,ZODJRDMKJ,Zodiac JRD- MKJ Limited,EQ
ZOTA.NS,ZOTA,Zota Health Care LImited,EQ
ZUARI.NS,ZUARI,Zuari Agro Chemicals Limited,BE
ZUARIGLOB.NS,ZUARIGLOB,Zuari Global Limited,EQ
ZYDUSWELL.NS,ZYDUSWELL,Zydus Wellness Limited,EQ
